Record,Section,Field,Value
4,Symptoms > Rash Description,Appearance,Diffuse flushing or pinhead eruptions
4,Symptoms > Rash Description,Locations 1,Face
4,Symptoms > Rash Description,Locations 2,Neck
4,Symptoms > Rash Description,Locations 3,Chest
4,Symptoms > Rash Description,Progression,Becomes more prominent later
4,Symptoms,Duration,5–7 days
4,Danger Signs,Dhf Indicators 1,Bleeding from nose
4,Danger Signs,Dhf Indicators 2,Bleeding from gums
4,Danger Signs,Dhf Indicators 3,Blood in stool
4,Danger Signs,Dhf Indicators 4,Blood in vomit
4,Danger Signs,Dhf Indicators 5,Bluish-black bleeding spots on skin
4,Danger Signs,Dhf Indicators 6,Positive tourniquet test
4,Danger Signs,Dss Indicators 1,Cold clammy skin despite fever
4,Danger Signs,Dss Indicators 2,Extreme restlessness
4,Danger Signs,Dss Indicators 3,Weak rapid pulse
4,Danger Signs,Dss Indicators 4,Low blood pressure
4,Danger Signs,Dss Indicators 5,Loss of consciousness
4,Treatment,Simple Dengue Home Care 1,Paracetamol as advised
4,Treatment,Simple Dengue Home Care 2,Avoid aspirin or Dispirin
4,Treatment,Simple Dengue Home Care 3,Hydrotherapy if fever >102°F
4,Treatment,Simple Dengue Home Care 4,"Plenty of fluids (water, shikanji)"
4,Treatment,Simple Dengue Home Care 5,Continue normal feeding
4,Treatment,Simple Dengue Home Care 6,Adequate rest
4,Treatment,Hospital Referral Required If 1,Any bleeding
4,Treatment,Hospital Referral Required If 2,Signs of shock
4,Treatment,Hospital Referral Required If 3,Suspected DHF or DSS
4,Treatment,Important Note 1,Not every patient needs platelet transfusion
4,Treatment,Important Note 2,Early diagnosis saves lives
4,Prevention,Core Principles 1,Prevent mosquito breeding
4,Prevention,Core Principles 2,Prevent mosquito bites
4,Prevention,Anti Breeding Measures 1,Remove stagnant water
4,Prevention,Anti Breeding Measures 2,Clean drains and ditches
4,Prevention,Anti Breeding Measures 3,Empty and dry coolers weekly
4,Prevention,Anti Breeding Measures 4,Cover water tanks tightly
4,Prevention,Anti Breeding Measures 5,Dispose old tyres and containers
4,Prevention > Chemical Control > Petrol Or Kerosene,Dose,30 ml per 100 litres of water
4,Prevention > Chemical Control > Petrol Or Kerosene,Frequency,Weekly
4,Prevention > Chemical Control > Petrol Or Kerosene,Purpose,Prevents mosquito breeding
4,Prevention,Biological Control 1,"Larvivorous fish (Gambusia, Lebister)"
4,General,Personal Protection 1,Wire mesh on doors and windows
4,General,Personal Protection 2,"Mosquito repellents (sprays, creams, coils, mats)"
4,General,Personal Protection 3,Indigenous smoke (googal)
4,General,Personal Protection 4,Full-sleeve clothing
4,General,Personal Protection 5,Avoid shorts and T-shirts for children
4,General,Personal Protection 6,Insecticidal sprays weekly inside house
4,General,Household Measures 1,Spray behind photo frames and curtains
4,General,Household Measures 2,Keep surroundings clean
4,General,Household Measures 3,Remove wild vegetation within 100m
4,General,Household Measures 4,Cooperate with government spray workers
4,General,Community Guidance 1,Report mosquito density to local health authorities
4,General,Community Guidance 2,Inform authorities if fever cases increase
4,General,Community Guidance 3,Use mosquito net for dengue patient during first 5–6 days
4,General,Key Public Messages 1,Aedes mosquitoes bite during daytime
4,General,Key Public Messages 2,Dengue prevention is easy and cheap
4,General,Key Public Messages 3,Early treatment prevents death
4,General,Key Public Messages 4,Community participation is essential
4,Helpline Information,Service,DORC Dengue Information Helpline
4,Helpline Information,Phone,011-26589712
4,Helpline Information,Availability,Anytime
5,Metadata,Title,Dengue Fever: A Review Article
5,Metadata,Authors 1,R. Prem Kumar
5,Metadata,Authors 2,R. Sunith
5,Metadata,Authors 3,A. Karthikeyan
5,Metadata,Authors 4,V. Pradeep Kumar
5,Metadata,Journal,International Journal of Current Microbiology and Applied Sciences
5,Metadata,Year,2020
5,Metadata,Volume Issue,"Vol 9, Issue 1"
5,Metadata,Pages,1502–1510
5,Metadata,Doi,10.20546/ijcmas.2020.901.168
5,Metadata,Article Type,Review Article
5,Metadata,Intended Use,Academic / Clinical / Public Health
5,Disease Overview,Name,Dengue Fever
5,Disease Overview,Classification,Mosquito-borne viral disease
5,Disease Overview,Public Health Status 1,Neglected Tropical Disease (WHO)
5,Disease Overview,Public Health Status 2,Disease of poverty
5,Disease Overview > Global Distribution,Endemic Countries,>100
5,Disease Overview > Global Distribution,Highest Burden Regions 1,South-East Asia
5,Disease Overview > Global Distribution,Highest Burden Regions 2,South America
5,Disease Overview > Global Distribution,Highest Burden Regions 3,Tropical and Subtropical regions
5,Disease Overview > Global Burden,Annual Infections,390000000
5,Disease Overview > Global Burden,Symptomatic Cases,96000000
5,Disease Overview > Global Burden,Annual Deaths,20000
5,Etiology > Virus,Name,Dengue virus (DENV)
5,Etiology > Virus,Family,Flaviviridae
5,Etiology > Virus,Genus,Flavivirus
5,Etiology > Virus,Serotypes 1,DENV-1
5,Etiology > Virus,Serotypes 2,DENV-2
5,Etiology > Virus,Serotypes 3,DENV-3
5,Etiology > Virus,Serotypes 4,DENV-4
5,Etiology > Immunity,Homologous,Lifelong immunity to same serotype
5,Etiology > Immunity,Heterologous,Temporary cross-protection
5,Etiology > Immunity,Risk,Secondary infection increases severity risk
5,Etiology > Viral Structure,Particle Shape,Spherical
5,Etiology > Viral Structure,Diameter Nm,40–50
5,Etiology > Viral Structure > Genome,Type,Single-stranded positive-sense RNA
5,Etiology > Viral Structure > Genome,Length Kb,~11
5,Etiology > Viral Structure,Key Proteins 1,Envelope glycoprotein (E)
5,Etiology > Viral Structure,Key Proteins 2,NS1 (non-structural protein)
5,Vectors > Primary Vector,Species,Aedes aegypti
5,Vectors > Primary Vector,Behavior 1,Highly anthropophilic
5,Vectors > Primary Vector,Behavior 2,Daytime feeder
5,Vectors > Primary Vector,Behavior 3,Breeds in stagnant clean water
5,Vectors > Primary Vector,Behavior 4,Urban adapted
5,Vectors > Secondary Vector,Species,Aedes albopictus
5,Vectors > Secondary Vector,Characteristics 1,Originally Asian
5,Vectors > Secondary Vector,Characteristics 2,Now globally expanded
5,Vectors > Secondary Vector,Characteristics 3,Contributes to spread
5,Vectors > Life Cycle,Stages 1,Egg
5,Vectors > Life Cycle,Stages 2,Larva
5,Vectors > Life Cycle,Stages 3,Pupa
5,Vectors > Life Cycle,Stages 4,Adult
5,Vectors > Life Cycle,Larval Duration Days,7–9
5,Vectors > Life Cycle,Pupal Duration Days,2–3
5,Vectors > Life Cycle,Temperature Reference Celsius,25
5,Transmission,Mode,Mosquito bite
5,Transmission,Human Infectious Period,During febrile phase
5,Transmission,Extrinsic Incubation Period Days,8–10
5,Transmission > Temperature Effects,Higher Temperature 1,Faster larval growth
5,Transmission > Temperature Effects,Higher Temperature 2,Shorter extrinsic incubation
5,Transmission > Temperature Effects,Higher Temperature 3,Increased biting frequency
5,Transmission > Temperature Effects,2 Degree Celsius Rise Effect,Reduces EIP and increases transmission
5,Risk Factors,Environmental 1,Rainfall
5,Risk Factors,Environmental 2,Temperature
5,Risk Factors,Environmental 3,Stagnant water
5,Risk Factors,Environmental 4,Climate change
5,Risk Factors,Socioeconomic 1,Rapid urbanization
5,Risk Factors,Socioeconomic 2,Poor waste management
5,Risk Factors,Socioeconomic 3,Inadequate water supply
5,Risk Factors,Socioeconomic 4,Poverty
5,Risk Factors,Population Factors 1,Population movement
5,Risk Factors,Population Factors 2,Global travel
5,Risk Factors,Population Factors 3,Globalization
5,Risk Factors > Future Risk Projection,Additional Population At Risk By 2080,2000000000
5,Risk Factors > Future Risk Projection,Reason,Climate change
5,Clinical Spectrum,Asymptomatic,Majority of infections
5,Clinical Spectrum > Undifferentiated Fever,Features 1,Mild fever
5,Clinical Spectrum > Undifferentiated Fever,Features 2,Clinically indistinguishable
5,Clinical Spectrum > Undifferentiated Fever,Features 3,Often undiagnosed
5,Clinical Spectrum > Dengue Fever,Common In 1,Adults
5,Clinical Spectrum > Dengue Fever,Common In 2,Older children
5,Clinical Spectrum > Dengue Fever,Features 1,Biphasic high-grade fever (3–7 days)
5,Clinical Spectrum > Dengue Fever,Features 2,Severe headache (retrobulbar)
5,Clinical Spectrum > Dengue Fever,Features 3,Myalgia
5,Clinical Spectrum > Dengue Fever,Features 4,Arthralgia
5,Clinical Spectrum > Dengue Fever,Features 5,Vomiting
5,Clinical Spectrum > Dengue Fever,Features 6,Abdominal pain
5,Clinical Spectrum > Dengue Fever,Features 7,Diarrhea
5,Clinical Spectrum > Dengue Fever,Features 8,Cutaneous rash (50–82%)
5,Clinical Spectrum > Dengue Fever,Bleeding,Rare but possible
5,Clinical Spectrum > Dengue Shock Syndrome,Definition,DHF with circulatory failure
5,Clinical Spectrum > Dengue Shock Syndrome,Features 1,Weak rapid pulse
5,Clinical Spectrum > Dengue Shock Syndrome,Features 2,Narrow pulse pressure <20 mmHg
5,Clinical Spectrum > Dengue Shock Syndrome,Features 3,Cold clammy skin
5,Clinical Spectrum > Dengue Shock Syndrome,Features 4,Restlessness
5,Clinical Spectrum > Dengue Shock Syndrome,Features 5,Cyanosis
5,Clinical Spectrum > Dengue Shock Syndrome,Mortality Risk,High without prompt treatment
5,Laboratory Diagnosis,Direct Detection 1,Virus isolation (cell culture)
5,Laboratory Diagnosis,Direct Detection 2,RT-PCR
5,Laboratory Diagnosis,Direct Detection 3,Real-time PCR
5,Laboratory Diagnosis > Antigen Detection > Ns1,Detectable Days,Day 1 to Day 9+
5,Laboratory Diagnosis > Antigen Detection > Ns1,Advantages 1,Early diagnosis
5,Laboratory Diagnosis > Antigen Detection > Ns1,Advantages 2,High sensitivity and specificity
5,Laboratory Diagnosis > Serology > Ig M,Method,MAC-ELISA
5,Laboratory Diagnosis > Serology > Ig M,Appearance Days,5–7
5,Laboratory Diagnosis > Serology > Ig G,Use,Primary vs secondary infection
5,Laboratory Diagnosis > Serology > Ig G,Marker,Four-fold rise
5,Laboratory Diagnosis > Serology,Limitations 1,Cross-reactivity with flaviviruses
5,Treatment,Specific Antiviral,None available
5,Treatment,Core Principle,Supportive management
5,Treatment > Outpatient Management,Criteria 1,Early febrile phase
5,Treatment > Outpatient Management,Criteria 2,No warning signs
5,Treatment > Outpatient Management,Monitoring,Daily clinical monitoring
5,Treatment > Hospital Management,Indications 1,Plasma leakage
5,Treatment > Hospital Management,Indications 2,Critical phase
5,Treatment > Hospital Management,Indications 3,Shock
5,Treatment > Fluid Management,Preferred Fluids 1,0.9% Normal Saline
5,Treatment > Fluid Management,Preferred Fluids 2,Ringer’s Lactate
5,Treatment > Fluid Management,Preferred Fluids 3,Hartmann’s Solution
5,Treatment > Fluid Management,Objective 1,Maintain organ perfusion
5,Treatment > Fluid Management,Objective 2,Prevent hypovolemic shock
5,Treatment > Fluid Management,Risk,Fluid overload
5,Treatment > Blood Products,Indications 1,Severe bleeding
5,Treatment > Blood Products,Indications 2,Refractory shock
5,Treatment > Blood Products,Types 1,Packed red cells
5,Treatment > Blood Products,Types 2,Platelets
5,Treatment > Blood Products,Types 3,Fresh frozen plasma
5,Experimental And Future Therapies,Antiviral Research 1,Glycyrrhizin
5,Experimental And Future Therapies,Antiviral Research 2,Ribavirin
5,Experimental And Future Therapies,Antiviral Research 3,6-azauridine
5,Experimental And Future Therapies,Phytomedicine 1,Sulfated polysaccharides from seaweeds
5,Experimental And Future Therapies,Status,"Under research, not standard care"
5,Prevention And Control,Primary Strategy,Vector control
5,Prevention And Control,Direct Methods 1,Insecticides
5,Prevention And Control,Direct Methods 2,Repellents
5,Prevention And Control,Direct Methods 3,Larviciding
5,Prevention And Control,Direct Methods 4,Space spraying
5,Prevention And Control,Indirect Methods 1,Environmental sanitation
5,Prevention And Control,Indirect Methods 2,Source reduction
5,Prevention And Control,Indirect Methods 3,House improvement
5,Prevention And Control,Community Role 1,Eliminate breeding sites
5,Prevention And Control,Community Role 2,Participate in control programs
5,General,Key Conclusions 1,Dengue burden is rapidly increasing
5,General,Key Conclusions 2,Early diagnosis is critical
5,General,Key Conclusions 3,Fluid management saves lives
5,General,Key Conclusions 4,Climate change will worsen transmission
5,General,Key Conclusions 5,Integrated vector control is essential
6,Metadata,Title,"Dengue: Guidelines for Diagnosis, Treatment, Prevention and Control"
6,Metadata,Edition,New edition
6,Metadata,Year,2009
6,Metadata,Publisher,World Health Organization (WHO)
6,Metadata,Isbn,978-92-4-154787-1
6,Metadata,Validity Period,2009–2014
6,Metadata,Intended Users 1,Clinicians
6,Metadata,Intended Users 2,Laboratory personnel
6,Metadata,Intended Users 3,Vector control staff
6,Metadata,Intended Users 4,Public health officials
6,Metadata,Intended Users 5,Researchers
6,Disease Overview,Name,Dengue
6,Disease Overview,Type,Mosquito-borne viral disease
6,Disease Overview,Global Importance,Most rapidly spreading arboviral disease
6,Disease Overview,Estimated Annual Infections,50000000
6,Disease Overview,Population At Risk,2500000000
6,Disease Overview,Who Priority,Neglected Tropical Disease
6,Virus,Name,Dengue virus (DENV)
6,Virus,Family,Flaviviridae
6,Virus,Genus,Flavivirus
6,Virus,Serotypes 1,DEN-1
6,Virus,Serotypes 2,DEN-2
6,Virus,Serotypes 3,DEN-3
6,Virus,Serotypes 4,DEN-4
6,Virus,Genetic Variability,Multiple genotypes per serotype
6,Virus,High Risk Genotypes 1,Asian genotypes of DEN-2
6,Virus,High Risk Genotypes 2,Asian genotypes of DEN-3
6,Virus > Genome,Type,Single-stranded positive-sense RNA
6,Virus > Genome,Structure 1,Capsid (C)
6,Virus > Genome,Structure 2,Pre-membrane (prM)
6,Virus > Genome,Structure 3,Envelope (E)
6,Virus > Genome,Structure 4,Non-structural proteins NS1–NS5
6,Vectors > Primary,Species,Aedes aegypti
6,Vectors > Primary,Behavior 1,Highly anthropophilic
6,Vectors > Primary,Behavior 2,Daytime biting
6,Vectors > Primary,Behavior 3,Multiple bites per feeding
6,Vectors > Primary,Behavior 4,Indoor resting
6,Vectors > Primary,Breeding Sites 1,Water storage containers
6,Vectors > Primary,Breeding Sites 2,Discarded tyres
6,Vectors > Primary,Breeding Sites 3,Flower pots
6,Vectors > Primary,Breeding Sites 4,Coolers
6,Vectors > Secondary,Species,Aedes albopictus
6,Vectors > Secondary,Role,Expanding geographic spread
6,Transmission,Cycle,Human–mosquito–human
6,Transmission,Intrinsic Incubation Days,4–10
6,Transmission,Extrinsic Incubation Days,8–12
6,Transmission,Infectious Period Human,During febrile phase
6,Transmission,Vertical Transmission,"Rare, limited epidemiological role"
6,Epidemiology,Global Distribution,All WHO regions except Europe
6,Epidemiology,High Burden Regions 1,South-East Asia
6,Epidemiology,High Burden Regions 2,Western Pacific
6,Epidemiology,High Burden Regions 3,Americas
6,Epidemiology,Seasonality,Rainy and post-rainy season
6,Epidemiology,Urban Rural Trend,Shift from urban to rural transmission
6,Risk Factors,Host 1,Secondary dengue infection
6,Risk Factors,Host 2,Infancy
6,Risk Factors,Host 3,Young children
6,Risk Factors,Host 4,"Chronic diseases (diabetes, asthma, sickle cell disease)"
6,Risk Factors,Environmental 1,Rainfall
6,Risk Factors,Environmental 2,Temperature
6,Risk Factors,Environmental 3,Urbanization
6,Risk Factors,Environmental 4,Poor water management
6,Risk Factors,Immunological 1,Antibody-dependent enhancement (ADE)
6,Risk Factors,Immunological 2,Maternal antibodies in infants
6,Clinical Spectrum,Asymptomatic,Majority of infections
6,Clinical Spectrum > Non Severe Dengue,Features 1,Acute fever
6,Clinical Spectrum > Non Severe Dengue,Features 2,Headache
6,Clinical Spectrum > Non Severe Dengue,Features 3,Myalgia
6,Clinical Spectrum > Non Severe Dengue,Features 4,Arthralgia
6,Clinical Spectrum > Non Severe Dengue,Features 5,Rash
6,Clinical Spectrum > Non Severe Dengue,Features 6,Leukopenia
6,Clinical Spectrum > Severe Dengue,Features 1,Severe plasma leakage
6,Clinical Spectrum > Severe Dengue,Features 2,Severe bleeding
6,Clinical Spectrum > Severe Dengue,Features 3,Severe organ involvement
6,Who Case Classification 2009 > Dengue,Criteria 1,Fever
6,Who Case Classification 2009 > Dengue,Criteria 2,Nausea or vomiting
6,Who Case Classification 2009 > Dengue,Criteria 3,Rash
6,Who Case Classification 2009 > Dengue,Criteria 4,Aches and pains
6,Who Case Classification 2009 > Dengue,Criteria 5,Leukopenia
6,Who Case Classification 2009 > Dengue,Criteria 6,Tourniquet test positive
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 1,Abdominal pain or tenderness
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 2,Persistent vomiting
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 3,Clinical fluid accumulation
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 4,Mucosal bleeding
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 5,Lethargy or restlessness
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 6,Liver enlargement >2 cm
6,Who Case Classification 2009 > Dengue With Warning Signs,Warning Signs 7,Rising hematocrit with falling platelets
6,Who Case Classification 2009 > Severe Dengue,Criteria 1,Shock (DSS)
6,Who Case Classification 2009 > Severe Dengue,Criteria 2,Respiratory distress
6,Who Case Classification 2009 > Severe Dengue,Criteria 3,Severe bleeding
