Record,Section,Field,Value
4,Diagnosis,Laboratory Tests 5,Toxin testing for C. difficile
4,Treatment > Rehydration > Ors,Components 1,Clean water
4,Treatment > Rehydration > Ors,Components 2,Salt
4,Treatment > Rehydration > Ors,Components 3,Sugar
4,Treatment > Rehydration > Ors,Role,Replaces fluids and electrolytes
4,Treatment > Rehydration,Intravenous,Required for severe dehydration
4,Treatment,Adjunct Therapy 1,Zinc supplementation for children
4,Treatment,Nutrition 1,Continue breastfeeding
4,Treatment,Nutrition 2,Provide nutrient-rich foods
4,Treatment > Pharmacological,Antibiotics,Only for bacterial causes under medical supervision
4,Treatment,Hospitalization,Required in severe dehydration
4,Immunity,Types 1,Active immunity
4,Immunity,Types 2,Passive immunity
4,Immunity > Rotavirus Vaccine,Efficacy Low Mortality Settings,80–90%
4,Immunity > Rotavirus Vaccine,Efficacy High Mortality Settings,40–60%
4,Immunity > Rotavirus Vaccine,Protection Duration,At least 2 years
4,Prevention And Control,Vaccination 1,Oral rotavirus vaccines (WHO recommended)
4,Prevention And Control,Water Safety 1,Chlorination
4,Prevention And Control,Water Safety 2,Filtration
4,Prevention And Control,Water Safety 3,Boiling
4,Prevention And Control,Water Safety 4,Solar disinfection
4,Prevention And Control,Hygiene 1,Handwashing with soap
4,Prevention And Control,Hygiene 2,Safe disposal of faeces
4,Prevention And Control,Food Safety 1,Cook food thoroughly
4,Prevention And Control,Food Safety 2,Wash or peel fruits and vegetables
4,Prevention And Control,Food Safety 3,Protect food from flies
4,Prevention And Control,Community Actions 1,Risk communication
4,Prevention And Control,Community Actions 2,Rumor and misinformation management
4,Prevention And Control,Community Actions 3,Distribution of soap and water treatment tablets
4,Sectoral Impact,Wash,Primary driver of transmission
4,Sectoral Impact,Nutrition,Malnutrition increases severity and spread
4,Sectoral Impact,Education,School sanitation affects transmission
4,Sectoral Impact,Livelihoods,High treatment costs can push families into poverty
4,Sectoral Impact > Gender,Note,Higher mortality among female children aged 1–5 in some contexts
4,Chatbot Intents,Education 1,what_is_diarrhoeal_disease
4,Chatbot Intents,Education 2,how_it_spreads
4,Chatbot Intents,Education 3,who_is_most_at_risk
4,Chatbot Intents,Symptom Check 1,does_this_count_as_diarrhoea
4,Chatbot Intents,Symptom Check 2,signs_of_dehydration
4,Chatbot Intents,Symptom Check 3,is_it_severe
4,Chatbot Intents,Treatment Guidance 1,when_to_use_ors
4,Chatbot Intents,Treatment Guidance 2,role_of_zinc
4,Chatbot Intents,Treatment Guidance 3,when_hospitalization_is_needed
4,Chatbot Intents,Prevention Guidance 1,how_to_prevent_diarrhoea
4,Chatbot Intents,Prevention Guidance 2,water_and_food_safety
4,Chatbot Intents,Prevention Guidance 3,vaccination_information
4,Chatbot Intents,Epidemic Response 1,outbreak_alert
4,Chatbot Intents,Epidemic Response 2,community_reporting
4,Chatbot Intents,Epidemic Response 3,referral_guidance
5,General,Topic,Diarrheal Diseases
5,General,Source,Disease Control Priorities in Developing Countries – Chapter 19
5,Overview,Definition,Diarrhea is defined as passing three or more loose or liquid stools in 24 hours that take the shape of the container.
5,Overview,Global Significance,"Diarrheal diseases remain one of the leading preventable causes of death, especially among children under five in developing countries."
5,Overview,Daily Fluid Context,More than 98% of intestinal fluid is normally reabsorbed; diarrhea disrupts this balance.
5,Transmission,Mode,Fecal-oral transmission
5,Transmission > Pathogens,Viruses 1,Rotavirus
5,Transmission > Pathogens,Bacteria 1,Shigella
5,Transmission > Pathogens,Bacteria 2,Vibrio cholerae
5,Transmission > Pathogens,Bacteria 3,Salmonella
5,Transmission > Pathogens,Bacteria 4,Pathogenic E. coli
5,Transmission > Pathogens,Protozoa 1,Giardia
5,Transmission > Pathogens,Protozoa 2,Entamoeba
5,Transmission > Pathogens,Helminths 1,Various intestinal worms
5,Transmission,Risk Factors 1,Poor sanitation
5,Transmission,Risk Factors 2,Unsafe drinking water
5,Transmission,Risk Factors 3,Contaminated food
5,Transmission,Risk Factors 4,Crowded living conditions
5,Transmission,Risk Factors 5,Poor hand hygiene
5,Syndromic Classification > Acute Watery Diarrhea,Duration,< 14 days
5,Syndromic Classification > Acute Watery Diarrhea,Key Risks 1,Rapid dehydration
5,Syndromic Classification > Acute Watery Diarrhea,Key Risks 2,Electrolyte loss
5,Syndromic Classification > Acute Watery Diarrhea,Common Causes 1,Rotavirus
5,Syndromic Classification > Acute Watery Diarrhea,Common Causes 2,ETEC
5,Syndromic Classification > Acute Watery Diarrhea,Common Causes 3,Cholera
5,Syndromic Classification > Acute Watery Diarrhea,Danger Level,High in infants and young children
5,Syndromic Classification > Persistent Diarrhea,Duration,≥ 14 days
5,Syndromic Classification > Persistent Diarrhea,Key Risks 1,Malnutrition
5,Syndromic Classification > Persistent Diarrhea,Key Risks 2,Wasting
5,Syndromic Classification > Persistent Diarrhea,Key Risks 3,High mortality
5,Syndromic Classification > Persistent Diarrhea,Associated Conditions 1,HIV infection
5,Syndromic Classification > Persistent Diarrhea,Associated Conditions 2,Severe malnutrition
5,Syndromic Classification > Bloody Diarrhea,Alternate Name,Dysentery
5,Syndromic Classification > Bloody Diarrhea,Features 1,Visible blood in stool
5,Syndromic Classification > Bloody Diarrhea,Features 2,Abdominal cramps
5,Syndromic Classification > Bloody Diarrhea,Features 3,Tenesmus
5,Syndromic Classification > Bloody Diarrhea,Features 4,Fever
5,Syndromic Classification > Bloody Diarrhea,Common Cause,Shigella
5,Syndromic Classification > Bloody Diarrhea,Complications 1,Sepsis
5,Syndromic Classification > Bloody Diarrhea,Complications 2,Severe nutritional loss
5,Danger Signs,Immediate Medical Attention 1,Signs of severe dehydration
5,Danger Signs,Immediate Medical Attention 2,Blood in stool
5,Danger Signs,Immediate Medical Attention 3,Persistent vomiting
5,Danger Signs,Immediate Medical Attention 4,High fever
5,Danger Signs,Immediate Medical Attention 5,Lethargy or unconsciousness
5,Diagnosis,Standard Methods 1,Stool culture
5,Diagnosis,Standard Methods 2,Microscopy
5,Diagnosis,Limitations 1,Low sensitivity
5,Diagnosis,Limitations 2,Delayed results
5,Diagnosis,Limitations 3,Reduced accuracy after antibiotic use
5,Diagnosis,Recommended Approach,Syndromic diagnosis is preferred in low-resource settings
5,Treatment Protocols > Oral Rehydration Therapy,Purpose,Prevent and treat dehydration
5,Treatment Protocols > Oral Rehydration Therapy > Recommended Formula,Sodium M Eq Per L,75
5,Treatment Protocols > Oral Rehydration Therapy > Recommended Formula,Glucose Mmol Per L,75
5,Treatment Protocols > Oral Rehydration Therapy > Recommended Formula,Osmolarity M Osm Per L,245
5,Treatment Protocols > Zinc Supplementation,Age Under 6 Months,10 mg daily for 10–14 days
5,Treatment Protocols > Zinc Supplementation,Age Above 6 Months,20 mg daily for 10–14 days
5,Treatment Protocols > Zinc Supplementation,Benefits 1,Shorter duration of diarrhea
5,Treatment Protocols > Zinc Supplementation,Benefits 2,Reduced severity
5,Treatment Protocols > Zinc Supplementation,Benefits 3,Lower recurrence
5,Treatment Protocols,Feeding Guidelines 1,Continue breastfeeding
5,Treatment Protocols,Feeding Guidelines 2,Continue complementary feeding
5,Treatment Protocols,Feeding Guidelines 3,Increase fluids during illness
5,Treatment Protocols,Feeding Guidelines 4,Increase food intake after recovery
5,Treatment Protocols > Antibiotic Use,Indicated For 1,Bloody diarrhea
5,Treatment Protocols > Antibiotic Use,Indicated For 2,Shigellosis
5,Treatment Protocols > Antibiotic Use,Preferred Drug,Ciprofloxacin
5,Treatment Protocols > Antibiotic Use,Warning,Avoid indiscriminate antibiotic use due to resistance
5,Prevention Strategies > Exclusive Breastfeeding,Recommended Duration,First 6 months
5,Prevention Strategies > Exclusive Breastfeeding,Benefit,Reduces diarrhea-related death by over 6 times
5,Prevention Strategies > Complementary Feeding,Start Age Months,6
5,Prevention Strategies > Complementary Feeding,Importance,Prevents malnutrition and reduces severity of infections
5,Prevention Strategies > Vaccination > Rotavirus,Impact,Prevents one-third of severe watery diarrhea deaths
5,Prevention Strategies > Vaccination > Rotavirus,Priority,High
5,Prevention Strategies > Vaccination > Measles,Impact,Reduces diarrhea-related mortality indirectly
5,Prevention Strategies > Vaccination > Measles,Coverage Goal,≥80%
5,Prevention Strategies > Vaccination > Cholera,Priority,Low compared to ORT
5,Prevention Strategies > Vaccination > Cholera,Use Case,Epidemics and humanitarian settings
5,Prevention Strategies > Water Sanitation Hygiene,Handwashing Effectiveness,Reduces diarrhea incidence by ~33%
5,Prevention Strategies > Water Sanitation Hygiene,Sanitation Impact,Reduces child mortality by ~55%
5,Public Health Impact > Incidence,Children Under 5,≈3.2 episodes per child per year
5,Public Health Impact > Mortality Trend,1980S,≈4.6 million deaths/year
5,Public Health Impact > Mortality Trend,2000S,≈1.6–2.6 million deaths/year
5,Public Health Impact > Mortality Trend,Primary Reason For Decline,Improved case management and ORT
5,Long Term Effects,Child Development 1,Reduced cognitive performance
5,Long Term Effects,Child Development 2,Lower concentration
5,Long Term Effects,Child Development 3,Growth retardation
5,Long Term Effects,Risk Multiplier,Persistent diarrhea increases death risk up to 17× in malnourished infants
5,Chatbot Ready Faq Intents,What Is Diarrhea,Diarrhea means passing three or more loose stools in a day.
5,Chatbot Ready Faq Intents,Is Diarrhea Dangerous,"Yes, especially in children due to dehydration."
5,Chatbot Ready Faq Intents,What Should I Give First,Start oral rehydration solution immediately.
5,Chatbot Ready Faq Intents,Should I Stop Food,"No, continue feeding and breastfeeding."
5,Chatbot Ready Faq Intents,When To See Doctor,"If there is blood in stool, fever, or signs of dehydration."
6,Kb Metadata,Domain,infectious_diseases
6,Kb Metadata,Topic,diarrheal_diseases
6,Kb Metadata > Source,Journal,The Open Infectious Diseases Journal
6,Kb Metadata > Source,Year,2010
6,Kb Metadata > Source,Volume,4
6,Kb Metadata > Source,Pages,113–124
6,Kb Metadata > Source,Authors 1,Jill W. Ahs
6,Kb Metadata > Source,Authors 2,Wenjing Tao
6,Kb Metadata > Source,Authors 3,Jenny Löfgren
6,Kb Metadata > Source,Authors 4,Birger C. Forsberg
6,Kb Metadata,Target Context 1,Low-income countries
6,Kb Metadata,Target Context 2,Middle-income countries
6,Core Definitions > Diarrhea,Definition,"Passage of three or more loose or watery stools within a 24-hour period, or a decrease in stool consistency from what is normal for the patient."
6,Core Definitions > Diarrhea,Primary Cause Context,Gastrointestinal infection
6,Global Burden,Annual Deaths,1800000
6,Global Burden,Percentage Under Five,90
6,Global Burden,Global Episodes Per Year,2–4 billion
6,Global Burden,Dalys Lost Million,72.8
6,Global Burden > Treatment Gap,Children Receiving Appropriate Treatment Percent,<50
6,Global Burden > Treatment Gap,Trend,Declining in some LMICs
6,Risk Factors,Socioeconomic 1,Lack of access to safe drinking water
6,Risk Factors,Socioeconomic 2,Poor sanitation
6,Risk Factors,Socioeconomic 3,Unsafe waste disposal
6,Risk Factors,Socioeconomic 4,Limited access to healthcare
6,Risk Factors,Socioeconomic 5,Low education levels
6,Risk Factors,Household 1,Poor hygiene practices
6,Risk Factors,Household 2,Unsafe food preparation
6,Risk Factors,Household 3,Inadequate water storage
6,Risk Factors,Biological 1,Young age
6,Risk Factors,Biological 2,Malnutrition
6,Risk Factors,Biological 3,HIV infection
6,Pathophysiology > Mechanism,Ion Transport Disruption 1,Increased chloride secretion
6,Pathophysiology > Mechanism,Ion Transport Disruption 2,Decreased sodium absorption
6,Pathophysiology > Mechanism,Water Movement,Water moves into intestinal lumen to restore ion balance
6,Pathophysiology > Mechanism,Result,Large fluid and electrolyte loss
6,Pathophysiology,Electrolytes Lost 1,Sodium
6,Pathophysiology,Electrolytes Lost 2,Potassium
6,Pathophysiology,Electrolytes Lost 3,Chloride
6,Pathophysiology,Electrolytes Lost 4,Bicarbonate
6,Dehydration,Early Signs 1,Thirst
6,Dehydration,Early Signs 2,Restlessness
6,Dehydration,Early Signs 3,Irritability
6,Dehydration,Moderate Signs 1,Loss of skin turgor
6,Dehydration,Moderate Signs 2,Sunken eyes
6,Dehydration,Moderate Signs 3,Sunken fontanelle in infants
6,Dehydration,Severe Signs 1,Lethargy
6,Dehydration,Severe Signs 2,Diminished consciousness
6,Dehydration,Severe Signs 3,Little or no urine output
6,Dehydration,Severe Signs 4,Low blood pressure
6,Dehydration,Severe Signs 5,Rapid weak pulse
6,Dehydration,Severe Signs 6,Cold or cyanotic extremities
6,Dehydration,Outcomes If Untreated 1,Seizures
6,Dehydration,Outcomes If Untreated 2,Brain damage
6,Dehydration,Outcomes If Untreated 3,Death
6,Etiology > Viral > Rotavirus,Importance,Most common cause of severe diarrhea in young children
6,Etiology > Viral > Rotavirus,Lifetime Risk,≈95% infected by age five
6,Etiology > Viral > Rotavirus,Hospitalization Share Percent,40
6,Etiology > Viral > Rotavirus,Annual Deaths,>500000
6,Etiology > Viral > Rotavirus,Mechanism 1,Destruction of intestinal villi
6,Etiology > Viral > Rotavirus,Mechanism 2,Inhibition of glucose-stimulated sodium absorption
6,Etiology > Bacterial > Shigella,Global Distribution,99% of cases in LMIC
6,Etiology > Bacterial > Shigella,Infectious Dose,Very low
6,Etiology > Bacterial > Shigella,Clinical Features 1,Fever
6,Etiology > Bacterial > Shigella,Clinical Features 2,Bloody diarrhea
6,Etiology > Bacterial > Shigella,Clinical Features 3,Dysentery
6,Etiology > Bacterial > Shigella,Toxin,Shiga toxin
6,Etiology > Bacterial > Vibrio Cholerae,Pattern,Large-scale outbreaks
6,Etiology > Bacterial > Vibrio Cholerae,Infectious Dose,Very high
6,Etiology > Bacterial > Vibrio Cholerae,Mechanism,Massive chloride secretion causing extreme fluid loss
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Etec,Common In 1,Children in LMIC
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Etec,Common In 2,Travelers
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Etec,Toxins 1,Heat-stable toxin (ST)
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Etec,Toxins 2,Heat-labile toxin (LT)
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Epec,Association 1,Persistent diarrhea
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Epec,Association 2,Hospitalization
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Eaec,Features 1,Biofilm formation
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Eaec,Features 2,Persistent watery diarrhea
6,Etiology > Bacterial > Escherichia Coli > Pathotypes > Eaec,Features 3,Growth impairment
6,Etiology > Bacterial > Salmonella > Non Typhoidal,Cases Per Year,~1 billion
6,Etiology > Bacterial > Salmonella > Non Typhoidal,Presentation 1,Diarrhea
6,Etiology > Bacterial > Salmonella > Non Typhoidal,Presentation 2,Fever
6,Etiology > Bacterial > Salmonella > Typhoidal,Systemic Spread,True
6,Etiology > Bacterial > Salmonella > Typhoidal,Annual Cases,~20 million
6,Secondary Complications,Acute 1,Bacteremia
6,Secondary Complications,Acute 2,Sepsis
6,Secondary Complications,Post Infectious 1,Hemolytic uremic syndrome
6,Secondary Complications,Post Infectious 2,Guillain–Barré syndrome
6,Secondary Complications,Post Infectious 3,Reactive arthritis
6,Secondary Complications,Long Term 1,Growth faltering
6,Secondary Complications,Long Term 2,Cognitive impairment
6,Secondary Complications,Long Term 3,Reduced physical fitness
6,Host Susceptibility > Malnutrition,Impact 1,Increased infection risk
6,Host Susceptibility > Malnutrition,Impact 2,More severe dehydration
6,Host Susceptibility > Malnutrition,Impact 3,Longer illness duration
6,Host Susceptibility > Malnutrition,Attributable Fraction Child Deaths Percent,61
6,Host Susceptibility > Hiv,Higher Risk Pathogens 1,Campylobacter
6,Host Susceptibility > Hiv,Higher Risk Pathogens 2,Cryptosporidium
6,Host Susceptibility > Hiv,Higher Risk Pathogens 3,Shigella
6,Host Susceptibility > Hiv,Higher Risk Pathogens 4,Salmonella
6,Host Susceptibility > Hiv,Severity,More frequent and more severe disease
6,Clinical Classification > Acute Watery Diarrhea,Features 1,Watery stools
